Frequency (GHz),Theta (°),Phi (°),Gain phi,Gain theta
0.08333,15.0000004,270.000001,1.743383e-12,0.0883042589
0.08333,15.0000004,284.999998,2.82562493e-12,0.0883042738
0.08333,15.0000004,299.999995,3.63690545e-12,0.0883042812
0.08333,15.0000004,314.999992,3.93473708e-12,0.0883042961
0.08333,15.0000004,329.999989,3.70870695e-12,0.0883042812
0.08333,15.0000004,345.000013,3.08593168e-12,0.0883042738
0.08333,15.0000004,360.00001,2.21307282e-12,0.0883042589
0.08333,30.0000008,0,3.04286353e-11,0.330554247
0.08333,30.0000008,15.0000004,1.77038245e-11,0.330554426
0.08333,30.0000008,30.0000008,6.15558559e-12,0.330554664
0.08333,30.0000008,45.0000013,1.95957738e-13,0.330554813
0.08333,30.0000008,60.0000017,2.64734307e-12,0.330554664
0.08333,30.0000008,74.9999987,1.186425e-11,0.330554426
0.08333,30.0000008,90.0000025,2.39625351e-11,0.330554247
0.08333,30.0000008,105,3.62047961e-11,0.330554426
0.08333,30.0000008,120.000003,4.70035712e-11,0.330554664
0.08333,30.0000008,135,5.41321606e-11,0.330554813
0.08333,30.0000008,149.999997,5.42172245e-11,0.330554664
0.08333,30.0000008,164.999994,4.53593517e-11,0.330554426
0.08333,30.0000008,180.000005,3.04133004e-11,0.330554247
0.08333,30.0000008,195.000002,1.54130996e-11,0.330554426
0.08333,30.0000008,209.999999,4.83360053e-12,0.330554664
0.08333,30.0000008,224.999996,1.90661912e-13,0.330554813
0.08333,30.0000008,240.000007,1.83763486e-12,0.330554664
0.08333,30.0000008,255.000004,1.00491724e-11,0.330554426
0.08333,30.0000008,270.000001,2.39718714e-11,0.330554247
0.08333,30.0000008,284.999998,3.96109014e-11,0.330554426
0.08333,30.0000008,299.999995,5.08507958e-11,0.330554664
0.08333,30.0000008,314.999992,5.40794388e-11,0.330554813
0.08333,30.0000008,329.999989,5.01597201e-11,0.330554664
0.08333,30.0000008,345.000013,4.16781852e-11,0.330554426
0.08333,30.0000008,360.00001,3.04286353e-11,0.330554247
0.08333,45.0000013,0,1.19610113e-10,0.663833082
0.08333,45.0000013,15.0000004,7.04909117e-11,0.663833678
0.08333,45.0000013,30.0000008,2.47605096e-11,0.663835049
0.08333,45.0000013,45.0000013,7.7185464e-13,0.663835585
0.08333,45.0000013,60.0000017,1.07718721e-11,0.663835049
0.08333,45.0000013,74.9999987,4.7389391e-11,0.663833797
0.08333,45.0000013,90.0000025,9.42051992e-11,0.663833082
0.08333,45.0000013,105,1.41075526e-10,0.663833797
0.08333,45.0000013,120.000003,1.83183593e-10,0.663835049
0.08333,45.0000013,135,2.12397419e-10,0.663835585
0.08333,45.0000013,149.999997,2.1427396e-10,0.663835049
0.08333,45.0000013,164.999994,1.79498763e-10,0.663833678
0.08333,45.0000013,180.000005,1.19567467e-10,0.663833082
0.08333,45.0000013,195.000002,5.99928648e-11,0.663833678
0.08333,45.0000013,209.999999,1.8719401e-11,0.663835049
0.08333,45.0000013,224.999996,7.59097917e-13,0.663835585
0.08333,45.0000013,240.000007,6.99973326e-12,0.663835049
0.08333,45.0000013,255.000004,3.89681343e-11,0.663833797
0.08333,45.0000013,270.000001,9.42311576e-11,0.663833082
0.08333,45.0000013,284.999998,1.56817601e-10,0.663833797
0.08333,45.0000013,299.999995,2.01015038e-10,0.663835049
0.08333,45.0000013,314.999992,2.1228902e-10,0.663835585
0.08333,45.0000013,329.999989,1.95689701e-10,0.663835049
0.08333,45.0000013,345.000013,1.62577174e-10,0.663833678
0.08333,45.0000013,360.00001,1.19610113e-10,0.663833082
0.08333,60.0000017,0,2.64464534e-10,0.999831378
0.08333,60.0000017,15.0000004,1.54434562e-10,0.999833047
0.08333,60.0000017,30.0000008,5.38681218e-11,0.999836028
0.08333,60.0000017,45.0000013,1.71404438e-12,0.999837577
0.08333,60.0000017,60.0000017,2.32321419e-11,0.999836028
0.08333,60.0000017,74.9999987,1.03637522e-10,0.999833047
0.08333,60.0000017,90.0000025,2.08304943e-10,0.999831676
0.08333,60.0000017,105,3.1357697e-10,0.999833047
0.08333,60.0000017,120.000003,4.06610884e-10,0.999836028
0.08333,60.0000017,135,4.68799e-10,0.999837577
0.08333,60.0000017,149.999997,4.70491313e-10,0.999836028
0.08333,60.0000017,164.999994,3.9417325e-10,0.999833047
0.08333,60.0000017,180.000005,2.64387595e-10,0.999831378
0.08333,60.0000017,195.000002,1.34046177e-10,0.999833047
0.08333,60.0000017,209.999999,4.21460956e-11,0.999836028
0.08333,60.0000017,224.999996,1.69582761e-12,0.999837577
0.08333,60.0000017,240.000007,1.5866277e-11,0.999836028
0.08333,60.0000017,255.000004,8.72237838e-11,0.999833047
0.08333,60.0000017,270.000001,2.08351794e-10,0.999831676
0.08333,60.0000017,284.999998,3.44218515e-10,0.999833047
0.08333,60.0000017,299.999995,4.41347736e-10,0.999836028
0.08333,60.0000017,314.999992,4.68693473e-10,0.999837577
0.08333,60.0000017,329.999989,4.3446402e-10,0.999836028
0.08333,60.0000017,345.000013,3.6132225e-10,0.999833047
0.08333,60.0000017,360.00001,2.64464534e-10,0.999831378
0.08333,74.9999987,0,4.04069306e-10,1.24752045
0.08333,74.9999987,15.0000004,2.29066002e-10,1.24752307
0.08333,74.9999987,30.0000008,7.80540424e-11,1.24752772
0.08333,74.9999987,45.0000013,2.62711142e-12,1.2475301
0.08333,74.9999987,60.0000017,3.28389468e-11,1.24752796
0.08333,74.9999987,74.9999987,1.52820298e-10,1.24752307
0.08333,74.9999987,90.0000025,3.18272853e-10,1.24752045
0.08333,74.9999987,105,4.88081409e-10,1.24752307
0.08333,74.9999987,120.000003,6.3120531e-10,1.24752796
0.08333,74.9999987,135,7.15345061e-10,1.2475301
0.08333,74.9999987,149.999997,7.06045777e-10,1.24752772
0.08333,74.9999987,164.999994,5.90874849e-10,1.24752307
0.08333,74.9999987,180.000005,4.03963918e-10,1.24752045
0.08333,74.9999987,195.000002,2.1085797e-10,1.24752307
0.08333,74.9999987,209.999999,6.75901626e-11,1.24752772
0.08333,74.9999987,224.999996,2.61011547e-12,1.2475301
0.08333,74.9999987,240.000007,2.62591095e-11,1.24752796
0.08333,74.9999987,255.000004,1.3817425e-10,1.24752307
0.08333,74.9999987,270.000001,3.18337051e-10,1.24752045
0.08333,74.9999987,284.999998,5.15459897e-10,1.24752307
0.08333,74.9999987,299.999995,6.62257138e-10,1.24752796
0.08333,74.9999987,314.999992,7.15343729e-10,1.2475301
0.08333,74.9999987,329.999989,6.74007739e-10,1.24752772
0.08333,74.9999987,345.000013,5.61640512e-10,1.24752307
0.08333,74.9999987,360.00001,4.04069306e-10,1.24752045
0.08333,90.0000025,0,4.61999022e-10,1.33854401
0.08333,90.0000025,15.0000004,2.51170362e-10,1.33854699
0.08333,90.0000025,30.0000008,8.27910379e-11,1.33855271
0.08333,90.0000025,45.0000013,3.00353275e-12,1.33855546
0.08333,90.0000025,60.0000017,3.37403577e-11,1.33855271
0.08333,90.0000025,74.9999987,1.66223049e-10,1.33854699
0.08333,90.0000025,90.0000025,3.639051e-10,1.33854425
0.08333,90.0000025,105,5.73373904e-10,1.33854699
0.08333,90.0000025,120.000003,7.39050543e-10,1.33855271
0.08333,90.0000025,135,8.17466539e-10,1.33855546
0.08333,90.0000025,149.999997,7.88037857e-10,1.33855271
0.08333,90.0000025,164.999994,6.58218591e-10,1.33854699
0.08333,90.0000025,180.000005,4.61882532e-10,1.33854401
0.08333,90.0000025,195.000002,2.51093729e-10,1.33854699
0.08333,90.0000025,209.999999,8.27514446e-11,1.33855271
0.08333,90.0000025,224.999996,2.99441093e-12,1.33855546
0.08333,90.0000025,240.000007,3.37565774e-11,1.33855271
0.08333,90.0000025,255.000004,1.66264363e-10,1.33854699
0.08333,90.0000025,270.000001,3.63976016e-10,1.33854425
0.08333,90.0000025,284.999998,5.73479764e-10,1.33854699
0.08333,90.0000025,299.999995,7.3919082e-10,1.33855271
0.08333,90.0000025,314.999992,8.17630574e-10,1.33855546
0.08333,90.0000025,329.999989,7.88206e-10,1.33855271
0.08333,90.0000025,345.000013,6.58368415e-10,1.33854699
0.08333,90.0000025,360.00001,4.61999022e-10,1.33854401
0.08333,105,0,4.04069306e-10,1.24752057
0.08333,105,15.0000004,2.10708131e-10,1.24752307
0.08333,105,30.0000008,6.72303047e-11,1.24752772
0.08333,105,45.0000013,2.61616965e-12,1.2475301
0.08333,105,60.0000017,2.66377094e-11,1.24752796
0.08333,105,74.9999987,1.38355521e-10,1.24752307
0.08333,105,90.0000025,3.1827288e-10,1.24752045
0.08333,105,105,5.15625764e-10,1.24752307
0.08333,105,120.000003,6.62567279e-10,1.24752796
0.08333,105,135,7.15196014e-10,1.2475301
0.08333,105,149.999997,6.73421985e-10,1.24752772
0.08333,105,164.999994,5.61246716e-10,1.24752307
0.08333,105,180.000005,4.03963918e-10,1.24752057
0.08333,105,195.000002,2.28775943e-10,1.24752307
0.08333,105,209.999999,7.76212219e-11,1.24752772
0.08333,105,224.999996,2.61669375e-12,1.2475301
0.08333,105,240.000007,3.32482444e-11,1.24752796
0.08333,105,255.000004,1.530778e-10,1.24752307
0.08333,105,270.000001,3.18337051e-10,1.24752045
0.08333,105,284.999998,4.88436347e-10,1.24752307
0.08333,105,299.999995,6.31764474e-10,1.24752796
0.08333,105,314.999992,7.15488113e-10,1.2475301
0.08333,105,329.999989,7.0575884e-10,1.24752772
0.08333,105,345.000013,5.90749838e-10,1.24752307
0.08333,105,360.00001,4.04069306e-10,1.24752057
0.08333,120.000003,0,2.64464478e-10,0.999831378
0.08333,120.000003,15.0000004,1.33883321e-10,0.999832869
0.08333,120.000003,30.0000008,4.17817655e-11,0.999835908
0.08333,120.000003,45.0000013,1.69906689e-12,0.999837399
0.08333,120.000003,60.0000017,1.6242372e-11,0.999835908
0.08333,120.000003,74.9999987,8.74086845e-11,0.999832869
0.08333,120.000003,90.0000025,2.08304943e-10,0.999831378
0.08333,120.000003,105,3.444173e-10,0.999832869
0.08333,120.000003,120.000003,4.41701259e-10,0.999835908
0.08333,120.000003,135,4.68590555e-10,0.999837399
0.08333,120.000003,149.999997,4.33917985e-10,0.999835908
0.08333,120.000003,164.999994,3.60962066e-10,0.999832869
0.08333,120.000003,180.000005,2.6438754e-10,0.999831378
0.08333,120.000003,195.000002,1.5416636e-10,0.999832869
0.08333,120.000003,209.999999,5.34479926e-11,0.999835908
0.08333,120.000003,224.999996,1.70535331e-12,0.999837399
0.08333,120.000003,240.000007,2.36332828e-11,0.999835908
0.08333,120.000003,255.000004,1.03881029e-10,0.999832869
0.08333,120.000003,270.000001,2.08351794e-10,0.999831378
0.08333,120.000003,284.999998,3.13908594e-10,0.999832869
0.08333,120.000003,299.999995,4.07135714e-10,0.999835908
0.08333,120.000003,314.999992,4.68895589e-10,0.999837399
0.08333,120.000003,329.999989,4.70152972e-10,0.999835908
0.08333,120.000003,345.000013,3.94003968e-10,0.999832869
0.08333,120.000003,360.00001,2.64464478e-10,0.999831378
0.08333,135,0,1.19610072e-10,0.663833082
0.08333,135,15.0000004,5.99381239e-11,0.663833678
0.08333,135,30.0000008,1.85767825e-11,0.663835049
0.08333,135,45.0000013,7.60673751e-13,0.663835585
0.08333,135,60.0000017,7.14823036e-12,0.663835049
0.08333,135,74.9999987,3.90346644e-11,0.663833678
0.08333,135,90.0000025,9.42051992e-11,0.663833082
0.08333,135,105,1.56898619e-10,0.663833678
0.08333,135,120.000003,2.01159506e-10,0.663835049
0.08333,135,135,2.12236353e-10,0.663835585
0.08333,135,149.999997,1.95445715e-10,0.663835049
0.08333,135,164.999994,1.62410418e-10,0.663833678
0.08333,135,180.000005,1.19567467e-10,0.663833082
0.08333,135,195.000002,7.03755873e-11,0.663833678
0.08333,135,209.999999,2.45850649e-11,0.663835049
0.08333,135,224.999996,7.66894252e-13,0.663835585
0.08333,135,240.000007,1.09362398e-11,0.663835049
0.08333,135,255.000004,4.74905774e-11,0.663833678
0.08333,135,270.000001,9.42311437e-11,0.663833082
0.08333,135,284.999998,1.41226114e-10,0.663833678
0.08333,135,299.999995,1.83415158e-10,0.663835049
0.08333,135,314.999992,2.12445991e-10,0.663835585
0.08333,135,329.999989,2.14137152e-10,0.663835049
0.08333,135,345.000013,1.7943369e-10,0.663833678
0.08333,135,360.00001,1.19610072e-10,0.663833082
0.08333,149.999997,0,3.04286353e-11,0.330554277
0.08333,149.999997,15.0000004,1.54137154e-11,0.330554426
0.08333,149.999997,30.0000008,4.81777248e-12,0.330554783
0.08333,149.999997,45.0000013,1.91342805e-13,0.330554903
0.08333,149.999997,60.0000017,1.85569854e-12,0.330554783
0.08333,149.999997,74.9999987,1.00528414e-11,0.330554485
0.08333,149.999997,90.0000025,2.39625386e-11,0.330554277
0.08333,149.999997,105,3.9619117e-11,0.330554485
0.08333,149.999997,120.000003,5.08673659e-11,0.330554783
0.08333,149.999997,135,5.40622512e-11,0.330554903
0.08333,149.999997,149.999997,5.01101279e-11,0.330554783
0.08333,149.999997,164.999994,4.16404619e-11,0.330554426
0.08333,149.999997,180.000005,3.04133142e-11,0.330554277
0.08333,149.999997,195.000002,1.76818525e-11,0.330554426
0.08333,149.999997,209.999999,6.12725886e-12,0.330554783
0.08333,149.999997,224.999996,1.94313573e-13,0.330554903
0.08333,149.999997,240.000007,2.67184018e-12,0.330554783
0.08333,149.999997,255.000004,1.18811861e-11,0.330554485
0.08333,149.999997,270.000001,2.39718748e-11,0.330554277
0.08333,149.999997,284.999998,3.62366179e-11,0.330554485
0.08333,149.999997,299.999995,4.70487156e-11,0.330554783
0.08333,149.999997,314.999992,5.41480506e-11,0.330554903
0.08333,149.999997,329.999989,5.42033987e-11,0.330554783
0.08333,149.999997,345.000013,4.53567808e-11,0.330554426
0.08333,149.999997,360.00001,3.04286353e-11,0.330554277
0.08333,164.999994,0,2.21307608e-12,0.088304311
0.08333,164.999994,15.0000004,1.15286968e-12,0.0883043185
0.08333,164.999994,30.0000008,3.67804555e-13,0.0883043483
0.08333,164.999994,45.0000013,1.37255726e-14,0.0883043557
0.08333,164.999994,60.0000017,1.44566515e-13,0.0883043483
0.08333,164.999994,74.9999987,7.56416577e-13,0.0883043334
0.08333,164.999994,90.0000025,1.74207382e-12,0.0883043185
0.08333,164.999994,105,2.82473741e-12,0.0883043334
0.08333,164.999994,120.000003,3.63594441e-12,0.0883043483
0.08333,164.999994,135,3.93251621e-12,0.0883043557
0.08333,164.999994,149.999997,3.70533595e-12,0.0883043483
0.08333,164.999994,164.999994,3.08280896e-12,0.0883043185
0.08333,164.999994,180.000005,2.21092307e-12,0.088304311
0.08333,164.999994,195.000002,1.24800875e-12,0.0883043185
0.08333,164.999994,209.999999,4.23646713e-13,0.0883043483
0.08333,164.999994,224.999996,1.42058225e-14,0.0883043557
0.08333,164.999994,240.000007,1.77395032e-13,0.0883043483
0.08333,164.999994,255.000004,8.31207607e-13,0.0883043334
0.08333,164.999994,270.000001,1.74338549e-12,0.0883043185
0.08333,164.999994,284.999998,2.68868153e-12,0.0883043334
0.08333,164.999994,299.999995,3.48511237e-12,0.0883043483
0.08333,164.999994,314.999992,3.94543035e-12,0.0883043557
0.08333,164.999994,329.999989,3.88365945e-12,0.0883043483
0.08333,164.999994,345.000013,3.24231375e-12,0.0883043185
0.08333,164.999994,360.00001,2.21307608e-12,0.088304311
0.08333,180.000005,0,1.5062226e-30,1.00636671e-14
0.08333,180.000005,15.0000004,2.52989988e-30,1.00636671e-14
0.08333,180.000005,30.0000008,3.4512217e-30,1.00636671e-14
0.08333,180.000005,45.0000013,3.8575395e-30,1.00636671e-14
0.08333,180.000005,60.0000017,3.56384572e-30,1.00636671e-14
0.08333,180.000005,74.9999987,2.56782791e-30,1.00636671e-14
0.08333,180.000005,90.0000025,1.50412345e-30,1.00636671e-14
0.08333,180.000005,105,9.53900782e-31,1.00636671e-14
0.08333,180.000005,120.000003,6.97829024e-31,1.00636671e-14
0.08333,180.000005,135,6.89278337e-31,1.00636671e-14
0.08333,180.000005,149.999997,5.03330224e-31,1.00636671e-14
0.08333,180.000005,164.999994,9.3338408e-31,1.00636671e-14
0.08333,180.000005,180.000005,1.48306677e-30,1.00636671e-14
0.08333,180.000005,195.000002,2.42065358e-30,1.00636671e-14
0.08333,180.000005,209.999999,3.36331541e-30,1.00636671e-14
0.08333,180.000005,224.999996,3.73909857e-30,1.00636671e-14
0.08333,180.000005,240.000007,3.36821412e-30,1.00636671e-14
0.08333,180.000005,255.000004,2.52531997e-30,1.00636671e-14
0.08333,180.000005,270.000001,1.57908971e-30,1.00636671e-14
0.08333,180.000005,284.999998,9.00389364e-31,1.00636671e-14
0.08333,180.000005,299.999995,5.09614229e-31,1.00636671e-14
0.08333,180.000005,314.999992,4.84399969e-31,1.00636671e-14
0.08333,180.000005,329.999989,6.99934664e-31,1.00636671e-14
0.08333,180.000005,345.000013,1.01899881e-30,1.00636671e-14
0.08333,180.000005,360.00001,1.5062226e-30,1.00636671e-14
0.1,0,0,1.37671763e-34,1.70721685e-35
0.1,0,15.0000004,5.0350768e-35,1.78577824e-35
0.1,0,30.0000008,5.24967328e-34,3.71427975e-35
0.1,0,45.0000013,4.78032686e-34,7.1293078e-35
0.1,0,60.0000017,6.32180804e-35,2.49169503e-35
0.1,0,74.9999987,2.74036059e-35,4.311064e-34
0.1,0,90.0000025,1.19869008e-36,1.68619834e-33
0.1,0,105,2.95622222e-35,2.71379241e-34
0.1,0,120.000003,6.31346135e-35,2.34991239e-34
0.1,0,135,1.11669036e-34,5.63654477e-35
0.1,0,149.999997,1.62328721e-34,1.87850908e-34
0.1,0,164.999994,8.63306377e-34,3.18849829e-35
0.1,0,180.000005,3.17126335e-34,8.40934768e-37
0.1,0,195.000002,6.69042941e-35,3.1837679e-34
0.1,0,209.999999,9.88399796e-37,1.35676924e-34
0.1,0,224.999996,2.83312184e-34,3.55721006e-35
0.1,0,240.000007,3.34266283e-34,2.18374731e-34
0.1,0,255.000004,3.5255954e-35,3.9379125e-34
0.1,0,270.000001,1.10505136e-35,3.95051784e-34
0.1,0,284.999998,2.56257746e-34,7.23646031e-34
0.1,0,299.999995,6.79820066e-34,4.83632263e-34
0.1,0,314.999992,1.33523095e-34,2.62548454e-34
0.1,0,329.999989,3.0394009e-34,1.15621372e-34
0.1,0,345.000013,4.16935724e-34,3.24571927e-35
0.1,0,360.00001,1.37671763e-34,1.70721685e-35
0.1,15.0000004,0,3.06428038e-12,0.102576666
0.1,15.0000004,15.0000004,1.42445018e-12,0.102576666
0.1,15.0000004,30.0000008,3.57425732e-13,0.102576688
0.1,15.0000004,45.0000013,2.01835163e-17,0.102576703
0.1,15.0000004,60.0000017,3.50389178e-13,0.102576688
0.1,15.0000004,74.9999987,1.41578741e-12,0.102576688
0.1,15.0000004,90.0000025,3.06236959e-12,0.102576666
0.1,15.0000004,105,4.80026349e-12,0.102576688
0.1,15.0000004,120.000003,5.94910449e-12,0.102576688
0.1,15.0000004,135,6.13743301e-12,0.102576703
0.1,15.0000004,149.999997,5.50655268e-12,0.102576688
0.1,15.0000004,164.999994,4.40367231e-12,0.102576666
0.1,15.0000004,180.000005,3.06252788e-12,0.102576666
0.1,15.0000004,195.000002,1.64448598e-12,0.102576666
0.1,15.0000004,209.999999,4.68260684e-13,0.102576688
0.1,15.0000004,224.999996,2.07768232e-17,0.102576703
0.1,15.0000004,240.000007,4.77098504e-13,0.102576688
0.1,15.0000004,255.000004,1.65473397e-12,0.102576688
0.1,15.0000004,270.000001,3.06466462e-12,0.102576666
0.1,15.0000004,284.999998,4.39207264e-12,0.102576688
0.1,15.0000004,299.999995,5.48241313e-12,0.102576688
0.1,15.0000004,314.999992,6.10823545e-12,0.102576703
0.1,15.0000004,329.999989,5.92513235e-12,0.102576688
0.1,15.0000004,345.000013,4.78904329e-12,0.102576666
0.1,15.0000004,360.00001,3.06428038e-12,0.102576666
0.1,30.0000008,0,4.19011527e-11,0.38455531
0.1,30.0000008,15.0000004,1.83369292e-11,0.384555459
0.1,30.0000008,30.0000008,4.32032014e-12,0.384555668
0.1,30.0000008,45.0000013,7.0415768e-17,0.384555817
0.1,30.0000008,60.0000017,4.27956672e-12,0.384555668
0.1,30.0000008,74.9999987,1.82848476e-11,0.384555459
0.1,30.0000008,90.0000025,4.18883782e-11,0.38455537
0.1,30.0000008,105,6.77100875e-11,0.384555459
0.1,30.0000008,120.000003,8.35480782e-11,0.384555668
0.1,30.0000008,135,8.36766004e-11,0.384555817
0.1,30.0000008,149.999997,7.2848394e-11,0.384555668
0.1,30.0000008,164.999994,5.81148601e-11,0.384555459
0.1,30.0000008,180.000005,4.18887425e-11,0.38455531
0.1,30.0000008,195.000002,2.382557e-11,0.384555459
0.1,30.0000008,209.999999,7.14288047e-12,0.384555668
0.1,30.0000008,224.999996,7.4584659e-17,0.384555817
0.1,30.0000008,240.000007,7.20552524e-12,0.384555668
0.1,30.0000008,255.000004,2.38972661e-11,0.384555459
0.1,30.0000008,270.000001,4.19046256e-11,0.38455537
0.1,30.0000008,284.999998,5.8040555e-11,0.384555459
0.1,30.0000008,299.999995,7.26941285e-11,0.384555668
0.1,30.0000008,314.999992,8.34907213e-11,0.384555817
0.1,30.0000008,329.999989,8.33965119e-11,0.384555668
0.1,30.0000008,345.000013,6.76407125e-11,0.384555459
0.1,30.0000008,360.00001,4.19011527e-11,0.38455531
0.1,45.0000013,0,1.63448116e-10,0.77384311
0.1,45.0000013,15.0000004,6.97313804e-11,0.773843527
0.1,45.0000013,30.0000008,1.59854647e-11,0.77384454
0.1,45.0000013,45.0000013,1.31362144e-16,0.773844957
0.1,45.0000013,60.0000017,1.58979791e-11,0.77384454
0.1,45.0000013,74.9999987,6.96158062e-11,0.773843527
0.1,45.0000013,90.0000025,1.63414657e-10,0.77384311
0.1,45.0000013,105,2.67453004e-10,0.773843527
0.1,45.0000013,120.000003,3.2922004e-10,0.77384454
0.1,45.0000013,135,3.25469596e-10,0.773844957
0.1,45.0000013,149.999997,2.79683665e-10,0.77384454
0.1,45.0000013,164.999994,2.23006322e-10,0.773843527
0.1,45.0000013,180.000005,1.63413866e-10,0.77384311
0.1,45.0000013,195.000002,9.53216533e-11,0.773843527
0.1,45.0000013,209.999999,2.91987511e-11,0.77384454
0.1,45.0000013,224.999996,1.42709501e-16,0.773844957
0.1,45.0000013,240.000007,2.93545604e-11,0.77384454
0.1,45.0000013,255.000004,9.55005866e-11,0.773843527
0.1,45.0000013,270.000001,1.63459482e-10,0.77384311
0.1,45.0000013,284.999998,2.22840829e-10,0.773843527
0.1,45.0000013,299.999995,2.7933561e-10,0.77384454
0.1,45.0000013,314.999992,3.25052457e-10,0.773844957
0.1,45.0000013,329.999989,3.28884114e-10,0.77384454
0.1,45.0000013,345.000013,2.67304345e-10,0.773843527
0.1,45.0000013,360.00001,1.63448116e-10,0.77384311
0.1,60.0000017,0,3.58601315e-10,1.16785347
0.1,60.0000017,15.0000004,1.5597168e-10,1.16785443
0.1,60.0000017,30.0000008,3.64516993e-11,1.16785645
0.1,60.0000017,45.0000013,1.93346229e-16,1.16785777
0.1,60.0000017,60.0000017,3.63376933e-11,1.16785645
0.1,60.0000017,74.9999987,1.55817276e-10,1.16785443
0.1,60.0000017,90.0000025,3.58543834e-10,1.16785347
0.1,60.0000017,105,5.80417492e-10,1.16785443
0.1,60.0000017,120.000003,7.14486137e-10,1.16785645
0.1,60.0000017,135,7.12169657e-10,1.16785777
0.1,60.0000017,149.999997,6.17761398e-10,1.16785645
0.1,60.0000017,164.999994,4.93590113e-10,1.16785443
0.1,60.0000017,180.000005,3.58539948e-10,1.16785347
0.1,60.0000017,195.000002,2.06107256e-10,1.16785443
0.1,60.0000017,209.999999,6.2382377e-11,1.16785645
0.1,60.0000017,224.999996,2.13260476e-16,1.16785777
0.1,60.0000017,240.000007,6.25993701e-11,1.16785645
0.1,60.0000017,255.000004,2.06363329e-10,1.16785443
0.1,60.0000017,270.000001,3.5862413e-10,1.16785347
0.1,60.0000017,284.999998,4.93397323e-10,1.16785443
0.1,60.0000017,299.999995,6.17332296e-10,1.16785645
0.1,60.0000017,314.999992,7.116569e-10,1.16785777
0.1,60.0000017,329.999989,7.14082349e-10,1.16785645
0.1,60.0000017,345.000013,5.80250681e-10,1.16785443
0.1,60.0000017,360.00001,3.58601315e-10,1.16785347
0.1,74.9999987,0,5.44772172e-10,1.45927739
0.1,74.9999987,15.0000004,2.51807381e-10,1.45927906
0.1,74.9999987,30.0000008,6.25423324e-11,1.45928252
0.1,74.9999987,45.0000013,2.61572218e-16,1.45928383
0.1,74.9999987,60.0000017,6.24464022e-11,1.45928252
0.1,74.9999987,74.9999987,2.51672183e-10,1.45927942
0.1,74.9999987,90.0000025,5.44695844e-10,1.45927739
0.1,74.9999987,105,8.5275087e-10,1.45927942
0.1,74.9999987,120.000003,1.05243037e-09,1.45928252
0.1,74.9999987,135,1.07979692e-09,1.45928383
0.1,74.9999987,149.999997,9.65890146e-10,1.45928252
0.1,74.9999987,164.999994,7.75039366e-10,1.45927906
0.1,74.9999987,180.000005,5.44688461e-10,1.45927739
